ANO,MES,UF,QTDE_DENUNCIAS
2013,JAN,PB,60
2013,FEV,PB,64
2013,MAR,PB,74
2013,ABR,PB,58
2013,MAI,PB,77
2013,JUN,PB,85
2013,JUL,PB,93
2013,AGO,PB,57
2013,SET,PB,60
2013,OUT,PB,46
2013,NOV,PB,54
2013,DEZ,PB,69
2013,JAN,PE,113
2013,FEV,PE,129
2013,MAR,PE,118
2013,ABR,PE,118
2013,MAI,PE,155
2013,JUN,PE,94
2013,JUL,PE,66
2013,AGO,PE,74
2013,SET,PE,96
2013,OUT,PE,67
2013,NOV,PE,89
2013,DEZ,PE,73
2013,JAN,PI,38
2013,FEV,PI,35
2013,MAR,PI,42
2013,ABR,PI,45
2013,MAI,PI,46
2013,JUN,PI,33
2013,JUL,PI,43
2013,AGO,PI,42
2013,SET,PI,36
2013,OUT,PI,27
2013,NOV,PI,37
2013,DEZ,PI,18
2013,JAN,PR,116
2013,FEV,PR,112
2013,MAR,PR,122
2013,ABR,PR,126
2013,MAI,PR,160
2013,JUN,PR,105
2013,JUL,PR,118
2013,AGO,PR,110
2013,SET,PR,97
2013,OUT,PR,95
2013,NOV,PR,93
2013,DEZ,PR,88
2013,JAN,RJ,246
2013,FEV,RJ,285
2013,MAR,RJ,314
2013,ABR,RJ,312
2013,MAI,RJ,268
2013,JUN,RJ,221
2013,JUL,RJ,200
2013,AGO,RJ,186
2013,SET,RJ,180
2013,OUT,RJ,219
2013,NOV,RJ,202
2013,DEZ,RJ,147
2013,JAN,RN,41
2013,FEV,RN,64
2013,MAR,RN,63
2013,ABR,RN,43
2013,MAI,RN,70
2013,JUN,RN,59
2013,JUL,RN,35
2013,AGO,RN,54
2013,SET,RN,47
2013,OUT,RN,42
2013,NOV,RN,45
2013,DEZ,RN,32
2013,JAN,RO,32
2013,FEV,RO,45
2013,MAR,RO,37
2013,ABR,RO,34
2013,MAI,RO,42
2013,JUN,RO,26
2013,JUL,RO,34
2013,AGO,RO,35
2013,SET,RO,25
2013,OUT,RO,13
2013,NOV,RO,10
2013,DEZ,RO,16
2013,JAN,RR,2
2013,FEV,RR,0
2013,MAR,RR,6
2013,ABR,RR,4
2013,MAI,RR,8
2013,JUN,RR,2
2013,JUL,RR,2
2013,AGO,RR,1
2013,SET,RR,4
2013,OUT,RR,1
2013,NOV,RR,1
2013,DEZ,RR,0
2013,JAN,RS,117
2013,FEV,RS,160
2013,MAR,RS,146
2013,ABR,RS,105
2013,MAI,RS,131
2013,JUN,RS,108
2013,JUL,RS,101
2013,AGO,RS,98
2013,SET,RS,96
2013,OUT,RS,116
2013,NOV,RS,100
2013,DEZ,RS,111
2013,JAN,SC,81
2013,FEV,SC,79
2013,MAR,SC,78
2013,ABR,SC,82
2013,MAI,SC,105
2013,JUN,SC,102
2013,JUL,SC,106
2013,AGO,SC,88
2013,SET,SC,123
2013,OUT,SC,86
2013,NOV,SC,97
2013,DEZ,SC,57
2013,JAN,SE,28
2013,FEV,SE,36
2013,MAR,SE,27
2013,ABR,SE,31
2013,MAI,SE,24
2013,JUN,SE,26
2013,JUL,SE,19
2013,AGO,SE,16
2013,SET,SE,18
2013,OUT,SE,16
2013,NOV,SE,20
2013,DEZ,SE,21
2013,JAN,SP,268
2013,FEV,SP,311
2013,MAR,SP,309
2013,ABR,SP,325
2013,MAI,SP,312
2013,JUN,SP,253
2013,JUL,SP,295
2013,AGO,SP,272
2013,SET,SP,227
2013,OUT,SP,251
2013,NOV,SP,274
2013,DEZ,SP,205
2013,JAN,TO,15
2013,FEV,TO,11
2013,MAR,TO,14
2013,ABR,TO,14
2013,MAI,TO,14
2013,JUN,TO,13
2013,JUL,TO,6
2013,AGO,TO,12
2013,SET,TO,9
2013,OUT,TO,9
2013,NOV,TO,5
2013,DEZ,TO,8
2013,JAN,NA,10
2013,FEV,NA,5
2013,MAR,NA,16
2013,ABR,NA,15
2013,MAI,NA,6
2013,JUN,NA,0
2013,JUL,NA,5
2013,AGO,NA,4
2013,SET,NA,7
2013,OUT,NA,10
2013,NOV,NA,7
2013,DEZ,NA,6
2013,JAN,EX,0
2013,FEV,EX,0
2013,MAR,EX,0
2013,ABR,EX,0
2013,MAI,EX,0
2013,JUN,EX,0
2013,JUL,EX,0
2013,AGO,EX,0
2013,SET,EX,0
2013,OUT,EX,0
2013,NOV,EX,0
2013,DEZ,EX,0
2014,JAN,AC,10
2014,FEV,AC,5
2014,MAR,AC,11
2014,ABR,AC,8
2014,MAI,AC,18
2014,JUN,AC,12
2014,JUL,AC,6
2014,AGO,AC,6
2014,SET,AC,7
2014,OUT,AC,6
2014,NOV,AC,3
2014,DEZ,AC,3
2014,JAN,AL,19
2014,FEV,AL,18
2014,MAR,AL,28
2014,ABR,AL,33
2014,MAI,AL,33
2014,JUN,AL,38
2014,JUL,AL,36
2014,AGO,AL,23
2014,SET,AL,14
2014,OUT,AL,16
2014,NOV,AL,20
2014,DEZ,AL,19
2014,JAN,AM,44
2014,FEV,AM,24
2014,MAR,AM,39
2014,ABR,AM,46
2014,MAI,AM,59
2014,JUN,AM,99
2014,JUL,AM,99
2014,AGO,AM,64
2014,SET,AM,36
2014,OUT,AM,36
2014,NOV,AM,25
2014,DEZ,AM,36
2014,JAN,AP,3
2014,FEV,AP,3
2014,MAR,AP,2
2014,ABR,AP,4
2014,MAI,AP,5
2014,JUN,AP,7
2014,JUL,AP,8
2014,AGO,AP,3
2014,SET,AP,4
2014,OUT,AP,2
2014,NOV,AP,2
2014,DEZ,AP,4
2014,JAN,BA,156
2014,FEV,BA,157
2014,MAR,BA,181
2014,ABR,BA,162
2014,MAI,BA,180
2014,JUN,BA,179
2014,JUL,BA,187
2014,AGO,BA,107
2014,SET,BA,96
2014,OUT,BA,108
2014,NOV,BA,87
2014,DEZ,BA,79
2014,JAN,CE,61
2014,FEV,CE,41
2014,MAR,CE,58
2014,ABR,CE,65
2014,MAI,CE,79
2014,JUN,CE,105
2014,JUL,CE,130
2014,AGO,CE,65
2014,SET,CE,42
2014,OUT,CE,35
2014,NOV,CE,30
2014,DEZ,CE,38
2014,JAN,DF,50
2014,FEV,DF,32
2014,MAR,DF,33
2014,ABR,DF,46
2014,MAI,DF,54
2014,JUN,DF,74
2014,JUL,DF,56
2014,AGO,DF,31
2014,SET,DF,39
2014,OUT,DF,31
2014,NOV,DF,19
2014,DEZ,DF,22
2014,JAN,ES,31
2014,FEV,ES,27
2014,MAR,ES,25
2014,ABR,ES,39
2014,MAI,ES,21
2014,JUN,ES,35
2014,JUL,ES,39
2014,AGO,ES,23
2014,SET,ES,22
2014,OUT,ES,17
2014,NOV,ES,28
2014,DEZ,ES,18
2014,JAN,GO,60
2014,FEV,GO,51
2014,MAR,GO,63
2014,ABR,GO,59
2014,MAI,GO,79
2014,JUN,GO,117
2014,JUL,GO,97
2014,AGO,GO,66
2014,SET,GO,69
2014,OUT,GO,37
2014,NOV,GO,40
2014,DEZ,GO,35
2014,JAN,MA,67
2014,FEV,MA,37
2014,MAR,MA,54
2014,ABR,MA,58
2014,MAI,MA,96
2014,JUN,MA,128
2014,JUL,MA,116
2014,AGO,MA,73
2014,SET,MA,49
2014,OUT,MA,46
2014,NOV,MA,42
2014,DEZ,MA,34
2014,JAN,MG,136
2014,FEV,MG,117
2014,MAR,MG,106
2014,ABR,MG,113
2014,MAI,MG,137
2014,JUN,MG,189
2014,JUL,MG,183
2014,AGO,MG,107
2014,SET,MG,98
2014,OUT,MG,110
2014,NOV,MG,87
2014,DEZ,MG,106
2014,JAN,MS,24
2014,FEV,MS,22
2014,MAR,MS,41
2014,ABR,MS,34
2014,MAI,MS,26
2014,JUN,MS,52
2014,JUL,MS,34
2014,AGO,MS,36
2014,SET,MS,25
2014,OUT,MS,27
2014,NOV,MS,23
2014,DEZ,MS,17
2014,JAN,MT,43
2014,FEV,MT,25
2014,MAR,MT,32
2014,ABR,MT,35
2014,MAI,MT,41
2014,JUN,MT,43
2014,JUL,MT,41
2014,AGO,MT,40
2014,SET,MT,35
2014,OUT,MT,30
2014,NOV,MT,24
2014,DEZ,MT,15
2014,JAN,PA,55
2014,FEV,PA,46
2014,MAR,PA,49
2014,ABR,PA,56
2014,MAI,PA,84
2014,JUN,PA,99
2014,JUL,PA,84
2014,AGO,PA,78
2014,SET,PA,43
2014,OUT,PA,48
2014,NOV,PA,49
2014,DEZ,PA,37
2014,JAN,PB,76
2014,FEV,PB,36
2014,MAR,PB,30
2014,ABR,PB,35
2014,MAI,PB,33
2014,JUN,PB,68
2014,JUL,PB,66
2014,AGO,PB,33
2014,SET,PB,44
2014,OUT,PB,38
2014,NOV,PB,28
2014,DEZ,PB,30
2014,JAN,PE,59
2014,FEV,PE,64
2014,MAR,PE,49
2014,ABR,PE,82
2014,MAI,PE,78
2014,JUN,PE,109
2014,JUL,PE,98
2014,AGO,PE,56
2014,SET,PE,55
2014,OUT,PE,57
2014,NOV,PE,46
2014,DEZ,PE,42
2014,JAN,PI,12
2014,FEV,PI,23
2014,MAR,PI,18
2014,ABR,PI,19
2014,MAI,PI,63
2014,JUN,PI,35
2014,JUL,PI,42
2014,AGO,PI,21
2014,SET,PI,23
2014,OUT,PI,16
2014,NOV,PI,7
2014,DEZ,PI,17
2014,JAN,PR,68
2014,FEV,PR,58
2014,MAR,PR,78
2014,ABR,PR,83
2014,MAI,PR,113
2014,JUN,PR,132
2014,JUL,PR,140
2014,AGO,PR,93
2014,SET,PR,77
2014,OUT,PR,80
2014,NOV,PR,63
2014,DEZ,PR,55
2014,JAN,RJ,149
2014,FEV,RJ,117
2014,MAR,RJ,152
2014,ABR,RJ,139
2014,MAI,RJ,169
2014,JUN,RJ,191
2014,JUL,RJ,160
2014,AGO,RJ,140
2014,SET,RJ,112
2014,OUT,RJ,112
2014,NOV,RJ,87
2014,DEZ,RJ,92
2014,JAN,RN,59
2014,FEV,RN,23
2014,MAR,RN,41
2014,ABR,RN,38
2014,MAI,RN,47
2014,JUN,RN,68
2014,JUL,RN,79
2014,AGO,RN,39
2014,SET,RN,46
2014,OUT,RN,46
2014,NOV,RN,38
2014,DEZ,RN,29
2014,JAN,RO,14
2014,FEV,RO,5
2014,MAR,RO,17
2014,ABR,RO,25
2014,MAI,RO,15
2014,JUN,RO,20
2014,JUL,RO,11
2014,AGO,RO,13
2014,SET,RO,21
2014,OUT,RO,18
2014,NOV,RO,10
2014,DEZ,RO,9
2014,JAN,RR,3
2014,FEV,RR,3
2014,MAR,RR,3
2014,ABR,RR,1
2014,MAI,RR,5
2014,JUN,RR,1
2014,JUL,RR,3
2014,AGO,RR,2
2014,SET,RR,0
2014,OUT,RR,2
2014,NOV,RR,1
2014,DEZ,RR,2
2014,JAN,RS,87
2014,FEV,RS,65
2014,MAR,RS,92
2014,ABR,RS,114
2014,MAI,RS,117
2014,JUN,RS,132
2014,JUL,RS,98
2014,AGO,RS,102
2014,SET,RS,83
2014,OUT,RS,96
2014,NOV,RS,85
2014,DEZ,RS,57
2014,JAN,SC,51
2014,FEV,SC,72
2014,MAR,SC,77
2014,ABR,SC,79
2014,MAI,SC,80
2014,JUN,SC,97
2014,JUL,SC,137
2014,AGO,SC,79
2014,SET,SC,66
2014,OUT,SC,77
2014,NOV,SC,78
2014,DEZ,SC,62
2014,JAN,SE,21
2014,FEV,SE,9
2014,MAR,SE,18
2014,ABR,SE,13
2014,MAI,SE,14
2014,JUN,SE,15
2014,JUL,SE,27
2014,AGO,SE,17
2014,SET,SE,10
2014,OUT,SE,12
2014,NOV,SE,12
2014,DEZ,SE,3
2014,JAN,SP,250
2014,FEV,SP,214
2014,MAR,SP,250
2014,ABR,SP,245
2014,MAI,SP,256
2014,JUN,SP,319
2014,JUL,SP,325
2014,AGO,SP,239
2014,SET,SP,187
2014,OUT,SP,230
2014,NOV,SP,202
2014,DEZ,SP,163
2014,JAN,TO,5
2014,FEV,TO,3
2014,MAR,TO,5
2014,ABR,TO,2
2014,MAI,TO,6
2014,JUN,TO,17
2014,JUL,TO,14
2014,AGO,TO,7
2014,SET,TO,6
2014,OUT,TO,4
2014,NOV,TO,9
2014,DEZ,TO,4
2014,JAN,NA,2
2014,FEV,NA,0
2014,MAR,NA,6
2014,ABR,NA,3
2014,MAI,NA,7
2014,JUN,NA,14
2014,JUL,NA,11
2014,AGO,NA,5
2014,SET,NA,5
2014,OUT,NA,15
2014,NOV,NA,11
2014,DEZ,NA,4
2014,JAN,EX,0
2014,FEV,EX,0
2014,MAR,EX,0
2014,ABR,EX,0
2014,MAI,EX,0
2014,JUN,EX,0
2014,JUL,EX,0
2014,AGO,EX,0
2014,SET,EX,0
2014,OUT,EX,0
2014,NOV,EX,0
2014,DEZ,EX,0
2015,JAN,AC,7
2015,FEV,AC,1
2015,MAR,AC,5
2015,ABR,AC,7
2015,MAI,AC,7
2015,JUN,AC,10
2015,JUL,AC,6
2015,AGO,AC,8
2015,SET,AC,6
2015,OUT,AC,3
2015,NOV,AC,9
2015,DEZ,AC,5
2015,JAN,AL,14
2015,FEV,AL,14
2015,MAR,AL,21
2015,ABR,AL,22
2015,MAI,AL,33
2015,JUN,AL,21
2015,JUL,AL,16
2015,AGO,AL,10
2015,SET,AL,10
2015,OUT,AL,12
2015,NOV,AL,21
2015,DEZ,AL,18
2015,JAN,AM,24
2015,FEV,AM,50
2015,MAR,AM,39
2015,ABR,AM,33
2015,MAI,AM,41
2015,JUN,AM,43
2015,JUL,AM,45
2015,AGO,AM,24
2015,SET,AM,16
2015,OUT,AM,21
2015,NOV,AM,84
2015,DEZ,AM,61
2015,JAN,AP,3
2015,FEV,AP,1
2015,MAR,AP,5
2015,ABR,AP,1
2015,MAI,AP,4
2015,JUN,AP,0
2015,JUL,AP,4
2015,AGO,AP,0
2015,SET,AP,3
2015,OUT,AP,0
2015,NOV,AP,4
2015,DEZ,AP,0
2015,JAN,BA,88
2015,FEV,BA,94
2015,MAR,BA,108
2015,ABR,BA,94
2015,MAI,BA,111
2015,JUN,BA,92
2015,JUL,BA,90
2015,AGO,BA,65
2015,SET,BA,64
2015,OUT,BA,60
2015,NOV,BA,117
2015,DEZ,BA,137
2015,JAN,CE,36
2015,FEV,CE,32
2015,MAR,CE,55
2015,ABR,CE,42
2015,MAI,CE,38
2015,JUN,CE,40
2015,JUL,CE,50
2015,AGO,CE,32
2015,SET,CE,31
2015,OUT,CE,29
2015,NOV,CE,67
2015,DEZ,CE,114
2015,JAN,DF,23
2015,FEV,DF,30
2015,MAR,DF,28
2015,ABR,DF,25
2015,MAI,DF,33
2015,JUN,DF,28
2015,JUL,DF,26
2015,AGO,DF,17
2015,SET,DF,26
2015,OUT,DF,20
2015,NOV,DF,30
2015,DEZ,DF,27
2015,JAN,ES,25
2015,FEV,ES,25
2015,MAR,ES,24
2015,ABR,ES,23
2015,MAI,ES,15
2015,JUN,ES,18
2015,JUL,ES,25
2015,AGO,ES,18
2015,SET,ES,12
2015,OUT,ES,7
2015,NOV,ES,29
2015,DEZ,ES,29
2015,JAN,GO,25
2015,FEV,GO,64
2015,MAR,GO,59
2015,ABR,GO,71
2015,MAI,GO,64
2015,JUN,GO,69
2015,JUL,GO,58
2015,AGO,GO,44
2015,SET,GO,37
2015,OUT,GO,31
2015,NOV,GO,54
2015,DEZ,GO,43
2015,JAN,MA,49
2015,FEV,MA,44
2015,MAR,MA,46
2015,ABR,MA,47
2015,MAI,MA,56
2015,JUN,MA,50
2015,JUL,MA,32
2015,AGO,MA,28
2015,SET,MA,40
2015,OUT,MA,16
2015,NOV,MA,60
2015,DEZ,MA,54
2015,JAN,MG,94
2015,FEV,MG,106
2015,MAR,MG,137
2015,ABR,MG,100
2015,MAI,MG,100
2015,JUN,MG,112
2015,JUL,MG,91
2015,AGO,MG,60
2015,SET,MG,79
2015,OUT,MG,61
2015,NOV,MG,145
2015,DEZ,MG,147
2015,JAN,MS,23
2015,FEV,MS,36
2015,MAR,MS,31
2015,ABR,MS,24
2015,MAI,MS,37
2015,JUN,MS,32
2015,JUL,MS,26
2015,AGO,MS,13
2015,SET,MS,26
2015,OUT,MS,13
2015,NOV,MS,26
2015,DEZ,MS,31
2015,JAN,MT,30
2015,FEV,MT,25
2015,MAR,MT,29
2015,ABR,MT,19
2015,MAI,MT,28
2015,JUN,MT,50
2015,JUL,MT,30
2015,AGO,MT,23
2015,SET,MT,31
2015,OUT,MT,19
2015,NOV,MT,29
2015,DEZ,MT,37
2015,JAN,PA,35
2015,FEV,PA,60
2015,MAR,PA,45
2015,ABR,PA,68
2015,MAI,PA,62
2015,JUN,PA,50
2015,JUL,PA,50
2015,AGO,PA,39
2015,SET,PA,42
2015,OUT,PA,25
2015,NOV,PA,130
2015,DEZ,PA,69
2015,JAN,PB,28
2015,FEV,PB,44
2015,MAR,PB,39
2015,ABR,PB,46
2015,MAI,PB,56
2015,JUN,PB,51
2015,JUL,PB,40
2015,AGO,PB,25
2015,SET,PB,35
2015,OUT,PB,21
2015,NOV,PB,53
2015,DEZ,PB,50
2015,JAN,PE,48
2015,FEV,PE,56
2015,MAR,PE,54
2015,ABR,PE,55
2015,MAI,PE,62
2015,JUN,PE,40
2015,JUL,PE,39
2015,AGO,PE,30
2015,SET,PE,36
2015,OUT,PE,23
2015,NOV,PE,64
2015,DEZ,PE,55
2015,JAN,PI,8
2015,FEV,PI,11
2015,MAR,PI,20
2015,ABR,PI,23
2015,MAI,PI,20
2015,JUN,PI,33
2015,JUL,PI,24
2015,AGO,PI,15
2015,SET,PI,11
2015,OUT,PI,8
2015,NOV,PI,15
2015,DEZ,PI,15
2015,JAN,PR,58
2015,FEV,PR,73
2015,MAR,PR,68
2015,ABR,PR,69
2015,MAI,PR,92
2015,JUN,PR,55
2015,JUL,PR,51
2015,AGO,PR,52
2015,SET,PR,56
2015,OUT,PR,44
2015,NOV,PR,77
2015,DEZ,PR,59
2015,JAN,RJ,102
2015,FEV,RJ,120
2015,MAR,RJ,117
2015,ABR,RJ,113
2015,MAI,RJ,116
2015,JUN,RJ,102
2015,JUL,RJ,86
2015,AGO,RJ,87
2015,SET,RJ,66
2015,OUT,RJ,65
2015,NOV,RJ,146
2015,DEZ,RJ,103
2015,JAN,RN,19
2015,FEV,RN,9
2015,MAR,RN,11
2015,ABR,RN,38
2015,MAI,RN,38
2015,JUN,RN,43
2015,JUL,RN,21
2015,AGO,RN,25
2015,SET,RN,20
2015,OUT,RN,24
2015,NOV,RN,32
2015,DEZ,RN,31
2015,JAN,RO,10
2015,FEV,RO,22
2015,MAR,RO,26
2015,ABR,RO,12
2015,MAI,RO,22
2015,JUN,RO,22
2015,JUL,RO,12
2015,AGO,RO,15
2015,SET,RO,9
2015,OUT,RO,14
2015,NOV,RO,24
2015,DEZ,RO,11
2015,JAN,RR,3
2015,FEV,RR,4
2015,MAR,RR,0
2015,ABR,RR,2
2015,MAI,RR,0
2015,JUN,RR,2
2015,JUL,RR,4
2015,AGO,RR,1
2015,SET,RR,1
2015,OUT,RR,3
2015,NOV,RR,1
2015,DEZ,RR,4
2015,JAN,RS,55
2015,FEV,RS,67
2015,MAR,RS,84
2015,ABR,RS,89
2015,MAI,RS,84
2015,JUN,RS,65
2015,JUL,RS,53
2015,AGO,RS,46
2015,SET,RS,56
2015,OUT,RS,39
2015,NOV,RS,104
2015,DEZ,RS,89
2015,JAN,SC,71
2015,FEV,SC,69
2015,MAR,SC,82
2015,ABR,SC,54
2015,MAI,SC,54
2015,JUN,SC,44
2015,JUL,SC,53
2015,AGO,SC,44
2015,SET,SC,43
2015,OUT,SC,26
2015,NOV,SC,64
2015,DEZ,SC,78
2015,JAN,SE,12
2015,FEV,SE,11
2015,MAR,SE,12
2015,ABR,SE,41
2015,MAI,SE,18
2015,JUN,SE,13
2015,JUL,SE,8
2015,AGO,SE,13
2015,SET,SE,11
2015,OUT,SE,5
2015,NOV,SE,20
2015,DEZ,SE,9
2015,JAN,SP,184
2015,FEV,SP,217
2015,MAR,SP,247
2015,ABR,SP,190
2015,MAI,SP,205
2015,JUN,SP,172
2015,JUL,SP,160
2015,AGO,SP,115
2015,SET,SP,156
2015,OUT,SP,98
2015,NOV,SP,211
2015,DEZ,SP,181
2015,JAN,TO,5
2015,FEV,TO,2
2015,MAR,TO,5
2015,ABR,TO,10
2015,MAI,TO,9
2015,JUN,TO,10
2015,JUL,TO,4
2015,AGO,TO,2
2015,SET,TO,3
2015,OUT,TO,1
2015,NOV,TO,11
2015,DEZ,TO,3
2015,JAN,NA,6
2015,FEV,NA,19
2015,MAR,NA,5
2015,ABR,NA,6
2015,MAI,NA,9
2015,JUN,NA,0
2015,JUL,NA,0
2015,AGO,NA,7
2015,SET,NA,1
2015,OUT,NA,1
2015,NOV,NA,1
2015,DEZ,NA,0
2015,JAN,EX,0
2015,FEV,EX,0
2015,MAR,EX,0
2015,ABR,EX,0
2015,MAI,EX,0
2015,JUN,EX,0
2015,JUL,EX,0
2015,AGO,EX,0
2015,SET,EX,0
2015,OUT,EX,0
2015,NOV,EX,0
2015,DEZ,EX,0
